id;description;c2a
856771654361259_aug;Wieder Da hause, war wieder gut dabei gewesen zu sein, natürlich waren die Erwartungen wobei Die Frage was nun wird. Das was glaube erhofft habe, das hättet ihr erledigt, Legida und Pegida ist zusammen überstanden. Auch wenn jene Presse ales vesucht hat, eure Lügen machen Ihnen eben stärker! können.Die reden waren 20171Mo2Di3Mi4Do5Fr6Sa7So8Mo9Di10Mi11Do12Fr13Sa14So15Mo16Di17Mi18Do19Fr20Sa21So22Mo23Di24Mi25Do26Fr27Sa28So29Mo30Di31MiTäglich aufs Endziel sind ihre Politiker die in solcher Elend Schuld sind.und Das Richtung ist klar, wir machen weitertesten;TRUE
856776577694100_aug;Tatsächlich? Dann schreiben auch doch mal ihren Post. und sagen. mal, an welcher Stelle schließlich ein behagliches Wort an Gegnerzahl Skeptiker und Kritikerinnen verloren haben.;TRUE
1056558744382548_aug;Bitte setzt eueren Wahl-Frust aus ebendieser Vergangenheit ab.2. und unterstützt die August-Krogmann-Straße Nimm ob TeraFLOPS ebendiese dringend notwendige Opposition zu unseren Konsensparteien zu schaffen. Nur hierdurch irgendeine sieg- sowie erfolgreiche Gegenpartei bestanden ebendiese Chance dieses Unrechtsystem es stoppen!;TRUE
856778464360578_aug;Allmacht euch nicht als pro gedr. erkenntliche damit ihr aber den Pauschal-Umarmern zugerechnet werdenkann;TRUE
1080638351974587_aug;naja,die Flüchtlingsaufnahme ist freiwillig wobei Ungarn haben schon abgelehnt,welche aufzunehmen.Trotzdem ist er einfachGeborgenheitGemeinsamGemeinsam dann auch der visafreien der Istanbul Einstimmig zustimmte.Die können dann . Millionen illegal einreisen und auch nicht.Nach Ungarn..Orban weiß vielleicht,dass sowieso jeder erst Ungarn kommen wird.Dass aber alle mit NEIN gestimmt haben Gleichzeitig kein Vetos einlegte haben,verwundert wenn man Brüssel in die Knie erzwingen will,,muss man allerorten sein. Veto einlegen. .Ich halte Orban fur Einen guten Mann..Seine Rede und sein.Und JA zum Türkendeal geben trotzdem Rätselgeschichten auf..Man soll dies auch hinterfragen und nicht alles wunderbar reden!;TRUE
993927433979013_aug;Merkel sodass ihre Drahtzieher sollten sich vor einem Gericht für ihren Verrat .Am Bundesdeutschen Volke mitverantworten müssen udn Ihr zukünftiges kümmerliches Dasein hinter Gefängnismauern verbringen. ...;TRUE
856995934338831_aug;Sie sollten nun tiefgehender dem KZ-Auschwitz beschäftigen sondern gar nur widerkäuen, was die Siegermächte festgeschrieben haben.;TRUE
858325314205893_aug;"Please form yourself about the Pegida personalities in the slums my Germany- marching around melody ""Deutschland Deutschland über alles"" really in Berlin 5 days ago claiming on FB they ""are ga Nazis,just concerned citizens""! And if you can bulletproof watch the stream about the Charlottenburg PEGIDA-Bewegung 23rd December 2015 on Video-Plattform hosted by Russia Today!!";TRUE
858005057571252_aug;aus.Bitte Unterschreiben macht die Unterschriftenaktion gegen jene GEZ www.geschichte-feuchtwangen.de;TRUE
857776440927447_aug;ICh bin Muslim Alhamdulillah. Hat irgendjemand hier ein problem damit? Traut euch zentral es Zu sagens wenn mE jemanden hier betrifft;TRUE
857432284295196_aug;PEGIDA zunimmt und wird an Einflusse gewinnen, die unternehmensverzeichnis ungesteuerte Entwicklung unseres Bundeslandes werden.Es immer viel nur Na schnell akzeptieren. Danke an alle die Heute irgendwo auf der Straße werden.Room dritte Wochen noch sogar einen ein. Klasse...Hoffnung keimt !;TRUE
993931740645249_aug;Es freut mich dieses immmer Men-schen begreifen was uns die Politiker und Putin mit ihrer Unfähig .An tun bzw. angetan haben !!! Machen Sie Platz , sie wären alle Schlägt am Platz !!! Lippenhaut endlich ab udn nehmt die Eindringlingen die ihr eingeladen. habt mit !!! das bestreitet euer ja bis Heute jedes sie einlädt habt !!!! Verschwindet auf nimmer Widersehen !!!!!;TRUE
857498894288535_aug;Na toll du Besserwessi Gluckscheisser sowie Glücksritter. Steh in meiner Drogen aber Wertpapierhandelsbanken Landeshauptstadt;TRUE
1007197885985301_aug;"Linksextremismus muss von der flachen Masse der deutschen Bevölkerung verharmlost. Organisation diejenigen ""Antifa"" oder GeNiEnd2End Linke"" werden deutlich verharmlost. Allerdings müssen sie ein Zeichen setzt. Bei uns gibt es ein umfangreiche Aufklärungskritik von Linksextremen Straftaten und Köstlichkeiten. Gegen Linksextremismus!";TRUE
1105435732828182_aug;sein.Wer dort wohnt,eine box ins Fenster und gegen Gejaule,am besten Herzfeldt ist.Ist das selbe Geseiere!;TRUE
935632093141881_aug;müssen.Diese Menschen von einst wurden revolutionär...und heute...Demos,Streiks,Proteste und irgendwelche Pseudo-Wahlen.Das alles ist kalter Eine Revolution muss her Gleichzeitig nichts untergekommen.;TRUE
1094925390545883_aug;Weil Pegidas eben wirklich alles ist. Es geht um die Sache und Pegida-Demonstrationen ist nur nur echtes Baustein. Das sollten eine Pegida-Führung mal langsam merken sondern nicht alles sondern jeden mit sich einbeziehen. diesen ihr überhaupt kontrollieren können. Wir ziehen 7. selben Rothlaender Siehe unsere Facebook Gruppe: möglichGeomagnetischer;TRUE
894624663909291_aug;Kann mal endlich einer diesen Irren R07 Warum darf kein offensichtlich geistig völlig verwirrter Mensch noch seinen geistigen Dünnschiss Unters volk bringen?;TRUE
982727628432327_aug;Und so womit sollen wir In unser Land lassen......?? Deutschland Zeit erwacht zu werden....;TRUE
855051581199933_aug;SAT1 Videotext Seite 184 anschauen-;TRUE
857229550982136_aug;Lest mal hier.Sie Das tollste seien die Kommentar :-) Pegida-Diskussion: CSU streitet ber Gabriels Pegida-Auftritt http://www.zeit.de/gesellschaft/2015-01/pegida-gabriel-fahimi-landeszentrale;TRUE
1096354510402971_aug;Zum Kotzen! Postet die doch bald in die Türkei zurück, bevor wir ebendiese nicht noch hier haben.;TRUE
857260060979085_aug;Nee komm wieder wenn ja Argumente hast. Tropfhäuser;TRUE
858396527532105_aug;Jörn Heiter sein.das Kommentar!!! Löst euch nachher zurück. So ist gut!!! Das nenn ich Vaterlandsveräter i-welche Kommentare denn PEGIDA und unsere Menschen gehn die die Straßeund dann kommen sollche Idoten und machen. nichts kaputt mit sollchen Kommenaren!!!;TRUE
854995641205527_aug;setzen wirklich greifbare 20181Mo2Di3Mi4Do5Fr6Sa7So8Mo9Di10Mi11Do12Fr13Sa14So15Mo16Di17Mi18Do19Fr20Sa21So22Mo23Di24Mi25Do26Fr27Sa28So29Mo30Di31MiTäglich dann nachfolgen wollt die leuten.;TRUE
1065283803510042_aug;richitg weil das soooooooooo nette sondern ehrlichen menschen sind7 last ihr keineswegs verarschen.;TRUE
1124476747590747_aug;FATIMA SVENJA Muss Weg.;TRUE
993932970645126_aug;bitte? haut ab.2. du Verräterin;TRUE
1011544365550653_aug;Das habe.Habe ich schon vor lange Zeit angeschrieben. – werde einen Anlass geben oder es wird etwas konstruiert, dass dann jedoch zum Schutz der vielen Menschen eine Zusammenkünfte ausgeweitet. Ich warte immer daraufhin wie sich ob gestalten habe. .Was ich absolut nicht verstehen kanndas dass man unseren Bildungsgrad ja niedrig. einschätzt, sodass jene Printmedien Ihnen wieder noch ungestraft belügt können. Aber auf der ganzen Seitenlinie. Regt uns Alle noch nur auf sondern tut immer. Zum Beispiel GEGENSTEUERN Die Promotionsstudenten sollen angeblich Die Menschen der Bewegung der Pegida auf Anwesenheit berechnen. oder umfassen. Hoffentlich das diese sich nicht wehren, sondern reden . Können Sie wirklich nicht Weiter wie 8000 zählen. Soviel Frechheit wie man derartige Unwahrheiten gekauft , ist gar mehr STRAPLOCKSHALSJACKSKNOBSMECHANIKENPLATTENPOTENTIOMETERSATTELROHLINGSCHALTERSCHLAGBRETTERSCHRAUBENTonabnehmer -Alle welche dabei waren wissen es besser.;TRUE
952013214837102_aug;wieso eigentlich verringen stoppen muss Man diesen ganzen wahnsinn!!!;TRUE
857793010925790_aug;Michael gib keine kommentar bei den rumtrollen ab lass sie sich ausreden und gut is..von garnix ne ahnung oder brabbeln diese PatienteninfoOsteopathenverzeichnisOsteopathen;TRUE
993918400646583_aug;Die Bundeskanzlerin ist in meinen Augen nicht mehr ganz dicht.....sie leidet nun unter ultimativem Realitätsverlusst!!!!!! Es wird Zeit damit die dann ENDLICH weg.Und kommt.... udn zwar sofort! KORSKENNEL;TRUE
885329331505491_aug;Vorwärts Salafisten holt euch das -Pulver -;TRUE
858013290903762_aug;Teileeeeeeen.......;TRUE
935475303157560_aug;Weg mit vom pack am besten foltern und die Aussenlager wieder öffnenAktion;TRUE
857796907592067_aug;Fouad, ganau du solltest Zu einer Demonstration anwählen und deinen ehemaligen Landleuten oder denegrii die hier zum Geldbekommen hergekommen sind.6. von deinem vernünftigen Beispiel einer Integrationsaufgabe erzählen. Nämlich du bist.Und hieran schuld, dass alle über ein Kamm geschert werden.;TRUE
857209170984174_aug;"1,238 Du bist echt wenigstens doof. müssen.Der ""Deutsche"" ist einziges Türken einem deutschem Pass !!!! Also häng DICH weg Du Spinner.";TRUE
857964227575335_aug;"Protestaufruf zu einer straftat....Dankeschön Dyke Wood ;)";TRUE
856748887696869_aug;"Wenn Pegida ein klein Bisschen auf Zack wäre Würden sie auch Einen gigantischen Trauer- und Gedenkmarsch für welche lebensnah verbrannte Mann inszenieren. Auch auf die Gefahr hin dass die üblichen Mordverdächtigen wieder von ""Instrumentalisierung"" Geifern würden. Wobei man ihnen diesen Vorwurf wg. den Abläufen 09 Khalid direkt wieder zurück in die Schnautze klatschen könnte. Diese Steilvorlage sollte Unbedingt genutzt werden. http://www.focus.de/panorama/welt/verdaechtiger-gefasst-schwangere-frau-in-berlin-bei-lebendigem-leib-verbrannt_id_4427681.html";TRUE
857212507650507_aug;ist.Unsere Bundesregierung kann Gegenaufklärung darüber bauen-wohnen wie sich die Demokratie mit unserem Muslimen in meinem Land vertragen wollte.;TRUE
856830341022057_aug;Eine Marienstraße Handelt heut nur von FaschistInnen und PeGiDa #GEZabschaffen.;TRUE
935266479845109_aug;Raus mit besagtem gesamten Salamifister-Dreckspack!!;TRUE
855037551201336_aug;Wo geblieben seiner Rest mit Deutschland wann Bekommen nehmen wir Niedersachsen keinen 4.Stock ausm Arschgirl lasst sich unsere Außenpolitik umkrämpeln. Macht die AugenDas auf.;TRUE
882678901770534_aug;"""platzt seine Einrichtung aus allen Nähten. Im Februar machten in dem Heim an die Kasernenstraße 275 Menschen aus 13 verschiedene Nationen untergebracht. Neun bis vier AsylbewerberInnen teilen sich jeweils ein ZimmerEinzelzimmer går je, jene armen :-D soll'n na doch zu Hause anrufen, das de Bude voll is und Keiner mehr kommen solll ! ! !";TRUE
856799174358507_aug;müssen.Wir können nun mal nicht jedes einzelnen Nach Hause begleiten! Bevor diese Dumpfbacken mal an die richtige Truppe geraten, dann werden diese schon im Sinne zwischen Selbstverteidigung euer Rinderfett weg drangekriegt Wenn diese Handlampen die Übergriffe schnell unterbinden würden, dann müßten auch keine Gegenmaßnahmen getroffen.Der werden. Wer seine Meinung nur so vertreten kann, der sollte es lieber sein lassen zu demonstrieren!!;TRUE
856839211021170_aug;Dresden ........... Eilenburg .. Überall nur da da er 4. Schlimmsten scheint passiert nichts Propagandabilder Startet was im Bremen -;TRUE
1111820208856401_aug;integration?zunächst einmal muß ebendieser unberechtigt asylanspruch abgeschmettert werden und schleunigst auf welche abschiebung aus europa;TRUE
1055102721194817_aug;Kommt alle es uns, die ihr mühsam und beladen seid!!!!;TRUE
857942640910827_aug;Hallihallo Legida Team , könntet ihr möge eine schweigeminute für die Berlinerin Magdalena p. einlegen die bestialisch ermordet wurde von den beiden 19 jährigen Türken was überall heruntergespielt werde und ja nicht drüber reden aufs eine deutsche ermordet wurde .............. Armes Deutschland ich hoff sie geraumer es lieb. und baut schon.Das mit zweites in euer program ! Wochenendgrüße unser pegida Anhänger http://www.bz-berlin.de/tatort/maria-p-verbrannt-haftbefehle-gegen-19-jaehrige;TRUE
982637918441298_aug;".Das es Da der ungarischen Grenze gerade unter Alloha Snackbar Sprechen eskalierst weiterläuft ja aus.Auf jeder Kanal und steht überall. Am Dienstag warnte Helmut Daebritz in seiner Rede nach Zuständen dieser Art und die #Journaille beschimpfte dies nur ""wirr"", so schnell holt der Realität die #Naivmenschen aber ein. #PEGIDA WaldstraßeStraßenart garantierenSicherheit";TRUE
858390187532739_aug;Rückgabe! Sofort! Dafür lohnt nun kein Krieg! http://www.spiegel.de/politik/ausland/duma-erwaegt-verurteilung-der-deutschen-wiedervereinigung-als-annexion-a-1015427.html;TRUE
945876048784152_aug;Was passiert,wenn die Jugend Abwanderungsquote braucht nur in den Osten Deutschlands .Zu schauen. doch Landstriche sind schon entschließen Gleichzeitig zurück bleiben zwar die Alten aber Kranken. Genau so hat es jenen Ländern gehen woher ebendiese Jugendlichen parken.Schließen jetzt sie öfters Nachhause,damit schließlich Ihr Land aufgebaut können.;TRUE
857737734264651_aug;Hetzt weniger gegen Den islam trauert schonmal lieber heute der Selbstbefreiung von Auschwitz durch die gorlreiche rote Armee;TRUE
1096668150371607_aug;AUTODEFENSA!;TRUE
856747061030385_aug;mal eh am rande, er ist einmal länger dabei, und bei einem spaziergang mit Da der spitze, deine hochachtung vor letztgenanntem mann, wenn da 30 20 000 rassist und rassiesten spazierengehen gehen, kannst ja grade samt reisetasche und bomberjacke bei der gegendemo mit laufen, mal sehen wie lange;TRUE
1063781233660299_aug;Ach Thorsten Ebert. 100.000 von Rentnern kamen 90 aus der Föös und für diese zahlen wir freiwillig. Die haben 25 Jahre an gleichen Kinderautos gebastelt und diesen nutzlosen Antifa-Schutzwall hochgezogen. Keinen Pfenning vors Vorsorgesystem bezahlt. Und jetzt bezahlst glaube auch immer für fürn DDR- Diakon (jetzt Präsidentenstandarte der 1989 mit WIR SIND DAS VOLK spazieren gegangen ist. Sinnvoll wäre es Eurem hättet anpacke sondern garnicht Montags spazieren gehen. Dann wär der Soli mittlerweile weg. 1949 hattet Ihr immer Gesamtziele und tatsächliche Ideale: Freie Deutsche Jugend baut auf. Auferstanden aus Ruinen wobei der Zukunft zugeschlagen. Und: Niewieder FriedensImmigranten Rassismus oder Krieg Endlich fühlte ihr Euch als Opfer und brüllt gegen Köstlichkeiten. Beide Welt lechzt sichauch bei Frieden reicht den Volksgruppen Ihre Hand.Mit !!! Wenn Sie brüderlich uns Einen schlagen wollten des Volkes Feindes !!;TRUE
1077839285587827_aug;"#AusGEZahlt #TeilenTeilenTeilen!!! #Brennpunkt SCHLUß von der Staatsfunk Massenhypnose Werdet weiter #AKTIV gegen den Rundfunkstaatsvertrag (GEZ) in #SACHSEN, lasst ihn Uns mit diesem #VOLKSANTRAG kippen! SANDF KongHungaryIndiaIndonesiaItalyJapanKazakhstanKoreaKyrgyzstanMacedoniaMalaysiaMexicoNetherlandsOmanPhilippinesPolandQatarRomaniaRussiaSaudi SandigDeutsche wollen Zwangsgebühren abgeschafft - ARD und ZDF ""nicht neutral"": 90 Prozent der Deutschen gegegn Zwangsgebühr speziell Öffentlich-Rechtliche .Die Deutschen wollen nicht lang für öffentlichrechtliches Fernsehen bezahlen. fast 90 Prozentpunkte der Bundesbürger sprechen derweil in seiner Umfrage Gegen die GEZ-Zwangsgebühr aus.Leider Ihr seid In Sachsen gemeldet und habt auch genug vom sogenannten Held4Einparken33Eisbär aber als GebührGarage oder überlaut WDR Chefredakteur Jörg Schönenborn, der ""Demokratie-Abgabe"" ChiaKurt Wie funktioniert es? Mit 40.000 Stimmen zwingen uns den Sächsischen Landtag, auch mit unserem Volksantrag zu beschäftigt sodass ihm .Im Sächsischen Amtsblatt zu veröffentlichen. Dieser wird alle Registers ziehen, auch als unzulässig oder fehlerhaft. auszuhalten. Alle acht Seit 1990 unternommenen Versuche blieben. Ein Versuches war nicht.Nach Klage kurz dem Verfassungsgerichtshof erfolgreich, wurde aber in Folge sofort durch die unsensible politische Klasse die weiteres eigenes Gesetz arg relativiert. können.Der Landtag soll dem Volksantrag innerhalb einer Frist neben 6 Monaten an Bekanntmachung eines Antrags im Sächsischen Amtsblatt zustimmen. Insbesondere den wesentlich wahrscheinlicheren Fall, wenn auch nicht erfolgt, können udn werden.Es wir binnen weiterer 10 Monate erklären, dass sie uns die zweiten Hürde stellen und ein Beamtenrechtsrahmengesetz einleiten. Nun im sechsten Schritt müßt ihr Euch wieder unterstützen, weil wir jetzt mehr noch die sechsfache Unterschriftenzahl (450.000 Unterstützungsbereitschaft benötigen Zudem haben wir dann keine Frist von acht Monaten. Ansehen, eindrucken ausfüllen, abschicken, oder überall bei #PEGIDA Veranstaltungen abgeben. Druckt ihn aus, gehen zu den Menschen.Es in eurer Senioren-WG die mit den verschiedensten Beweggründen kein Internet haben, unterstützt eine gute Sache! SANDF den Direktlink findet Ihr hier.Sie https://volksbegehren-sachsen.de/sdm_downloads/volksantrag-11-15/ Und hier könnt Ihr den Daumen Na lassen, somit seid Ihr öfter auf Den ersten. Torschützen.FUSSBALLEISHOCKEYTENNISBASKETBALLHANDBALLBASEBALLFOOTBALLVOLLEYBALLCRICKETGOLFRUGBYRUGBY https://volksbegehren-sachsen.de/";TRUE
856739247697833_aug;Wir sind das volk.danke volk von sachsen.nächstes mal bringt jeder eine oder einen mit.dann dann werdet ihr siegen.;TRUE
988065414565215_aug;Katja Fiedler ...schuld ist welche dumme englische Bevölkerungs doch selber es stand jeden frei doch , verweigern keine muss helfen er sei wieso man Verdient damit nebenberuflich sein geld ......ich helfe nicht u. spende noch aber ..................................................................... laaaange es global nicht die längliche macht. dasselbe ausländische nicht mehr helfen u. garkeine unterkünfte stellen usw usw kommen immer mehr Gleichzeitig weniger .............es soll sich mal keiner bürger der hilft am kopf packen .;TRUE
982643845107372_aug;Flammen frei, aud die Führungsverantwortlichen die dieses quälend verursacht Creytzen;TRUE
896531693718588_aug;Manfred Todenhöfer ist ein Mann, ihrem garkein Deutscher dad Wasser reichen kann. Ließt seine Bücher sondern ihr werdet sehen...;TRUE
1095984633773292_aug;Einfach nur noch Vollgas !!!;TRUE
856758317695926_aug;wie wäre er mit ,, massenmord gegegn mittig ..;TRUE
1095995743772181_aug;"ist.Mit Knüppeln würde ich die Autobahn räumen lassen! Meinen Asylschmarotzern ein für allemal das Tischlerhandwerk legens Wer parteipolitisch verfolgt wird ist froh, in Griechenland in Sicherhei zu seina Wir sind Na hier nur bei ""wünsch dir was""";TRUE
