id;description;c2a
1035143016524121_aug;"Dann organisiere was bei dir in der Sphäre Menschenskind ! Wie mich derartige Kommentare entrüsten . Persönlichkeit Kollege wir müssen in Massen überall in Deutschland friedlich auf die Straßen , nicht nur in Dresden . Pegida in Dresden wird euch das Demonstrieren für unser Grund nicht abnehmen ! 

 Jeder muß mit ran , überall ! Bitte dies als konstruktive Durchsicht in Gebrauch nehmen , ist nicht böse gemeint .";True
857022484336176_aug;Organisier doch eine . ? ?;True
857575304280894_aug;"Dieses Lichtspiel solltest Du ÜBERALL verkünden , auf sämtlichen Videoportalen , und an sämtliche Emitter und Zeitungen leiten . 
 DAS sind also die Weltoffenen Staatsangehöriger Dresdens , die zu einem Konzert für Remedium gehen aber einem Obdachlosen vor ihrer Bolzen dabei mit Verachtung auffinden ! ? 
 So etwas ist an Wiederlichkeit kaum noch zu toppen ! ! ! 
 Aber hier große Reden wiegen wie toll sie doch sind , mit all ihrem geheuchelten , ja GEHEUCHELTEN , Tugendterror .";True
857073437664414_aug;"Petition der Facebook- S. "" Deutschland schafft sich ab "" Mitglied werden . Ein "" gefällt mir "" wäre gut";True
982671735104583_aug;Frag doch mal das Serbische Bürger wieviel Flüchtlinge sie einbauen wollen Svenja ?;True
1044236528948103_aug;Das ist / sind immer noch viel zu viel ! Grenzem zu und Asylrecht ausbügeln ... !;True
1092030587502030_aug;sollen sie nur ordentlich bomben reintun . Auf daßdie schwarzen Affen eingeheizt stellen .;True
856842784354146_aug;Echt toll . Weiter so;True
1105403246164764_aug;"Der Zivilisationsdschihad ist aufgrund seiner Eigenschaften und seiner Aussehen subtiler , aber er ist in Grundsatz von allgemeiner Geltung langfristig eine sehr viel größere Fährde . Er zielt darauf ab eine Gesellschaft von innen heraus zu editieren , so dass sie letztendlich dem islamischen rechtliche Bestimmung unterstellt wird ... 
 Taqiyya : Krieg , Frieden und Wahnbild im Islam 

     Laß uns ins Physiognomie mancher Nicht-Muslime schmunzeln , währenddessen unsere Herzen sie          vermaledeien .                                                                      Ibn Kathir";True
1095906987114390_aug;Wasserwerfer , räumschilde ... fertig . Nicht viel erzählen, wenn der Tag lang ist , umgehen ! ! ! !;True
1111603398878082_aug;"Richtig ! 

 Bebys können ja auch kein Deutsch und dulden auch hir eine gewisse Zucht ! 
 Und bis dato verurteilen zu sie auch kein ( Taschen ) Ocken . 

 Alles richtig gemacht in Erding 
 Wenn sich so viele auf die Palme bringen , habe ich einen Vorschlag^^ 
 Es können dann gerne die Kinders die sich strapazieren die ( Flüchtlinge ) an der Bank von ihrem Bankkonto dann im tausch bar ausschütten oder ?";True
1064801483558274_aug;KOA - Kriminelle Ossis Abschieben bitte;True
854997541205337_aug;Ich war gestern zur Dialogverantstaltung ! Reaktion : Es wird geredet , aber es ist noch ein langer Chance ! Wenn es nicht schon zu spät ist ! Also Weitermachen ! ! !;True
951678884870535_aug;"Im Bayerischen Länderparlament ging es gestern hoch her , es ging um die Kostenexplosion durch Heimatvertriebener , 2.3 Milliarde , ist doch ein Superschnäppchen für so viel Anreicherung und so viele Fachkäfte , Ärzte , Ingenieure und Eierkopf , oder ? 

 Die GRÜNEN klagen mal wieder am lautesten , aber wen interessiert das noch ......... 

 Aber an die CSU gerichtet , deren Fraktionsvorsitzender Kreuzer meinte , "" Wir müssen deshalb diesen Zustrom zum Stillstand bringen "" , wie immer gilt folgendes , nicht REDEN , sondern MACHEN ! ! ! ! 

 Deshalb , am Montag , 20.7 , AUF DIE STRAßE in München , 19 Zeitanzeiger auf dem Marienplatz , mit Lutz Bachmann ! ? ? 

 https://www.facebook.com/bagida2014?fref=ts 

 Hier ein Abstract aus einem Mitgliedsbeitrag von BLU News : 

 http://www.blu-news.org/2015/07/17/kostenexplosion-wegen-asylbewerber / 

 https://www.facebook.com/bluNEWS?fref=ts 

 ( ... ) Während der Plenardebatte im Bayerischen Landesparlament kann es am vierter Tag der Woche zu einem heftigen handfeste Auseinandersetzung . Die Staatsregierung stellte dar , die Überzahl der Immigranten habe keinen Asylanspruch , während die Gegenseite der CSU vorwirft , das gesellschaftliche Wetter zu vergiften . 

 CSU-Fraktionschef Thomas Kreuzer machte während seiner Vortrag deutlich , dass mindestens zwei Spielabschnitt der Ansucher keinen Anspruch auf Asyl hätten . Vergangenes Jahr seien 200.000 Flüchtling nach Deutschland gekommen . „ Wenn wir nächstes Anno eine Mio. bieten und in zwei Jahren zwei Millionen , werden wir das im eigenen Grund und Boden niemals zuwege bringen können . Wir müssen deshalb diesen Zustrom aufhalten . ( ... ) 

 # PEGIDA # Asylindustrie # AufDieStraße";True
993923960646027_aug;Wie lange wollen wir noch anhalten ? Der Semantik von Pegida ist von Grundauf gut .... doch friedlich demonstrieren hat versagt ...... man verhöhnt das Volk und wir werden überrannt ......;True
894752117229879_aug;nochmal ... nenne mir eine Seite wo die ganzen toten deutschen gelistet sind und du brauchst hier nicht weiter konferieren ... meine ausländischen Herrschaften und arbeitskollegen nachvollziehen , dass ich nicht rechts bin und ganz ehrlich deren Volkes Stimme reicht mir dazu :-);True
991245094247247_aug;und es ist ein Malheur , wenn ihr glaubt das dadurch mehr Volk an den Pegida-Demo ` s mitarbeiten , weil ihr keinen guten Stream habt , - genau das Umkehrung ist dann der Sache . - bitte kümmert euch darum , - ich bin davon überzeugt , das auch der größter Batzen dafür zuwenden würde , um dies umzusetzen .;True
857763330928758_aug;Mit diesen Drogen Dealern und menschenschiebern von pegida legida darf nicht verhandelt werden;True
882779008427190_aug;"Ihr seid doch ni sauber ! Ich bin mit Zuverlässigkeit keine "" Kommt-alle-nach-Dtl.-hier-habt-ihr-es-gut-Freundin "" , aber überlegt Ihr Euch mal , was Ihr hier von Euch gebt ? ? ? Erbärmlich !";True
856866514351773_aug;Schick sie hin ... Wenn die können dann aus erster Kralle erzählen ... Oder auch nich ... Naja a bissl Schwund is immer wa;True
895576860480738_aug;"Ist ja gut . Habe ich irgendjemanden als Nationalsozialist bezeichnet ? Wenn ja , sag wo ! Und natürlich "" muss "" niemand irgendwas . Habe ich nirgends geschrieben . Wo steht das ? Ich hätte es nur für gut befunden . Mehr nicht .";True
994031830635240_aug;ohne Gesuch ! Zurücktreten ! Sofort !;True
1065235623514860_aug;Bitte Licht ins Dunkel bringen Sie sich auf , wie Moos entsteht . Ein Papiergeld ist nichts weiter als Quittung eines Schuldscheines . Gäbe es keine ausstehende Forderung , gäbe es auch kein Moneten . Weil Piepen aus Außenstände entsteht . Es ist nichts weiter als mathematischer großer Wurf . Lernt doch endlich dass niemand jemanden etwas schuldet !;True
1057896997582056_aug;Ja bitte macht dicht den Südosten;True
1105800642791691_aug;nach den Wahlen , wenn die CDU weg ist , wird es wieder abgerissen , grins Spitzfindigkeit Abschluss ....;True
856756881029403_aug;Gut Hu Bi , dann rechne mal . Videos mit Google Earth vergleichen !   Der Theaterplatz ist geschätzt , 100 mal 70 Meter . Macht zusammen 7000 qm . Und pro Quadratmeter ungefähr 3 bis 4 Volk . Ergibt ? Richtig , eine Menge von 21000 bis 28000 Teilnehmern .;True
1035123166526106_aug;Ehrerbietung für Euch Dresdner ! Power weiter so !;True
1056558834382539_aug;"Kreuze handeln , mit dem Funktelefon ein Abzug vom Wahlschein .... und dann den "" angekeuzten "" per E-Mail-Nachricht einschicken ! Wäre eine Gunst der Stunde   .... prozentual ... zumindest einen Bestandteil des Wahlbetruges auszuschließen !";True
1080315078673581_aug;"http://www.pi-news.net/2016/03/video-orbans-historische-rede-vom-15-maerz / 

 # PEGIDA # AufDieStraße # MerkelMussWeg # FürDieFreiheit # GrenzenSichern # Verabschiedungskultur # Remigration 

 # Orban # Fidesz # Ungarn # Hungary # FestungEuropa # FortressEurope 

 13 Minuten die sich bestreiten ! ( y ) 

 https://www.youtube.com/watch?v=pC7dZ5k-a5s 

 ( ... ) Der ungarische Landeshauptmann Viktor Orbán hat am Iada in Budapest eine historische Rede anlässlich des Jahrestages der Aufstände gegen die Habsburger am 15. Monat des Frühlingsbeginns 1848 gehalten . Darin warnte er in klaren Worten vor den Folgen der EU-Asylpolitik , die „ Untat und Absolutismus “ nach Europa brächten . „ Wenn wir die Völkerwanderung Cut machen wollen , müssen wir vor allem Brüssel bremsen “ , sagte Orban . Und weiter : „ Sollen wir Sklaven sein oder sollen wir frei sein ? Keine Independenz ohne Leitsatz . Heute ist es in der EU verboten , die Theorem zu besagen . “ Er bekräftigte , er werde sich nicht von den „ Rotten unverbesserlicher Krieger für die Menschenrechte “ Auskunft geben Möglichkeit schaffen . Wir aufschreiben die komplette Orban-Rede im Film mit deutschen Untertiteln – ein Must Watch ! ( ... ) 

 http://www.pi-news.net/2016/03/video-orbans-historische-rede-vom-15-maerz /";True
1107860485919040_aug;Wasserwerfer und Reizgas gegen dieses Bodensatz .;True
1011213738917049_aug;"An alle , die es bisher noch nicht geschafft haben auf die Straße zu plötzlich weg sein , um ihren Behinderung gegen diese politische und gesellschaftliche Geisterfahrt kund zu handeln . ab jetzt habt ihr sogar die Perspektive durch nichts tun Widerstand zu anbieten . 
 mit Boykott belegen alle Großveranstaltungen wie Christkindlmarkt , Fußballspiele , Faschingsumzüge und Konzerte . 
 Somit könnt ihr euren Beanstandung sogar vom Récamière aus zeigen .";True
1012422012129555_aug;Nun wenn es dem einen oder anderen hier zu unterirdisch ist was sucht er dann hier noch . Macht Euch doch auf und sucht euresgleichen oder habt ihr etwa immer noch die Vertrauen hier was hochgeistigeres zu auffinden was ihr ganz schnell retten müsst ?;True
991262657578824_aug;Herrschaft doch mal einen erster Tag der Woche vor dem Waschmaschine ! Da bin ich dann dabei ! ! Und bring auch noch ein die beiden Unzertrennlichen mit ! :-);True
856744614363963_aug;"ich muss mal kurz etwas in den Bude schleudern ... ich habe mir eben mal die Vorstellung angeschaut . Mir ist aufgefallen das jetzt NIEMAND mehr berichtet werden kann das es sich bei PEGIDA um Rechte handelt ! Direkt an vor der "" Podium "" stand ein Farbiger , Fabiger , Afrikaner oder wie man zum Inhalt haben möchte . Entweder war dieser Bursche lebensmüde sich in einen Mob ( ca. 25.000   wie die Medien und Handeln berichtet werden würden "" Nazis "" ) zu stellen ... oder es geht ( wie ich mir schon von Entstehen an sicher war ) gar nicht um Rechte sondern um das Bevölkerung was langsam aufwacht ! Daran kann man in Anschlag bringen was die Strategie für eine scheiß Flattermann hat ! Weiter so PEGIDA und darauf das auch die Langschläfer irgendwann aufhören zu schlafen !";True
858001137571644_aug;"Thomas Melanie Rekognoszierung ? Da bin ich doch gern bereit zu jemandem die Hand reichen ... Bitteschön :    Ein Ansage des Russischen Staatsfernsehens ( 6.Jan.2015 ) . Über PEGIDA und die wahren Zustände antidemokratischer Strategie und verzerrter Mitteilung in Deutschland und der   Weltöffentlichkeit . 
 ANSCHAUEN UND TEILEN ! ! ! ENDLICH MAL DIE Theorem ! ! ! 

 https://www.youtube.com/watch?v=UUhK9FL5ZzE&feature=youtu.be";True
991245960913827_aug;Vor den verschissen   Reichs vierundzwanzig Stunden saugen und die mongo Merkel   mal so richtig   in den arsch ausschlagen   meine Missbehagen   sind bei euch ! ! ! !;True
855329687838789_aug;"aber eins vermisse ich wenn ich ehrlich bin und es sein darf ! was kommt dann ? wenn wir ehrlich sind hat doch jede Märchen ein widerholungsdatum ;)   damals war es wien was fast unter dem sichel Gefallen finden wäre und heute klopft man bei uns an weil es gewisse parteien es nicht auf die Rang aburteilen ... massen von der Muse geküsst werden kann jeder aber massen administrieren ? ? ? ich bin ehrlich gesagt wieder für ein Khanat unsere Herkunft rüberschieben von englang bis Russerei somit ist eine Basis da und putin ( so viele ihn auch nicht den Kopf sinken lassen können ) ist aber mehr am stolz als unser einer ... er steht gegen den ami und seine Bestechung ... woher das eigentlich erst kommt das der vermummte so ein Abscheu auf uns hat ... denn ich glaube nicht das 45 mosleme von uns entsorgt wurden ( höfflich gesagt ) sondern sie waren auf deutscher S. ... wer Sage kennt weiß das ... darum ein König und alles wird wieder gut ... wir bedürfen Vorhut und keine geier die sich am Bevölkerung nähren ... Alleinherrschaft hört aufs Bevölkerung denn könige können   abgesetzt werden diese Politiker der GesmbH leider nicht den sie werden von den alliierten ernährt ! ! ! ! also zurück zu dem was wir eins wahren ...... ein Volk mit stolz und ziele ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !";True
857919814246443_aug;Wieso ? Recht hat er ! Differenziert und weit Rechnung tragen , liebe Pegiden ! :-);True
1057975604240862_aug;"Susi Köppchen , Vergiss nicht die Richter werden vom Nation bezahlt , da ist keine Neutralität zu denken ! Und zu Gutenberg , na ich weiß nicht ! Mit den damaligen Plagiatsvorwürfen , das fand ich ja zwar auch absonderlich , aber es war schon was wahres dran . In jedem Thema wollte man ihn niedermachen - was walten eigentlich die Vorwürfe gegen unsere "" Flintenursel "" - schon unter den Teppich gerutscht ? ? ? ? ? Aber weißt Du , ich tu mich immer etwas schwer damit , das sich überall die alten Adelshäuser wieder verfeinern . Dieses schmarotzende Lumpenpack , welches nur auf Aufwand "" seiner Subalterne "" - welche im roter Saft ihres Angesichts ackern mußten - reich und mächtig geworden sind und dann noch die Privilegien sich erfreuen , Lied und damit Beherrschung hinterlassen zu dürfen . Wie schon erwähnt , es steht eigentlich niemand bereit , der bei einem Merkelsturz annehmen könnte . Das Diskussionsforum ist eröffnet - ich muß mich dann leider in Kraft setzen - meine deutschen Omis und Opis annehmen mich dann zur ArbeitLiebe Grüße an alle , passt auf Euch auf und wehrt Euch !";True
857945950910496_aug;immerhin weilen wegen diesen Idioten noch so viele zuhause . Man kann nur hoffen , dass PEGIDA friedlich bleibt .;True
857284017643356_aug;"Schaut Euch das mal an . Da sind wir auf dem besten Möglichkeit . Es wird echt Zeit endlich aufzuwachen . 

 http://bilderberg2007.blogspot.de/2008/02/absichten-der-bilderberger-die-totale_01.html?m=1";True
1105666222805133_aug;"Geh mal in DD in die Stadtkern ! Da gibt es genug Muselmänner . Alle schwer traumatisiert und gezeichnet von den furchtbaren Kriegen und Folterungen ;)";True
